,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,NP_concentration (μg/ml),ZOI,reference,time (hr),Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,Strain,Coating,Solvent for extract,Precursor of NP,"Temperature for extract, C","Duration preparing extract, min",Concentration of precursor (mM),DONE?,,COUNT of DONE,
184,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Staphylococcus epidermidis,10.0,15.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37.0,2.0,nose,,0,sterile water,AgNO3,25,4320,1,done,,,
185,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Staphylococcus epidermidis,10.0,15.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37.0,2.0,nose,,0,sterile water,AgNO3,25,4320,1,done,,,
186,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Staphylococcus epidermidis,10.0,19.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37.0,2.0,nose,,0,sterile water,AgNO3,25,4320,1,done,,,
187,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Staphylococcus epidermidis,10.0,19.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37.0,2.0,nose,,0,sterile water,AgNO3,25,4320,1,done,,,
188,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Staphylococcus epidermidis,10.0,19.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37.0,2.0,nose,,0,sterile water,AgNO3,25,4320,1,done,,,
189,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Staphylococcus epidermidis,10.0,19.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37.0,2.0,nose,,0,sterile water,AgNO3,25,4320,1,done,,,
190,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Staphylococcus aureus,10.0,18.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,MTCC 87,0,sterile water,AgNO3,25,4320,1,done,,,
191,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Staphylococcus aureus,10.0,18.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,MTCC 87,0,sterile water,AgNO3,25,4320,1,done,,,
192,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Salmonella typhi,10.0,13.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,168.0,37.0,2.0,blood,,0,sterile water,AgNO3,25,4320,1,done,,,
193,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Salmonella typhi,10.0,13.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,168.0,37.0,2.0,blood,,0,sterile water,AgNO3,25,4320,1,done,,,
194,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Salmonella paratyphi,10.0,15.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Paratyphi A,pathogenic,n,6.0,37.0,2.0,food,,0,sterile water,AgNO3,25,4320,1,done,,,
195,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Salmonella paratyphi,10.0,15.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Paratyphi A,pathogenic,n,6.0,37.0,2.0,food,,0,sterile water,AgNO3,25,4320,1,done,,,
196,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Vibrio cholerae,10.0,18.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio cholerae,pathogenic,n,48.0,30.0,2.0,water,MTCC 3906,0,sterile water,AgNO3,25,4320,1,done,,,
197,green_synthesis  by Bacillus sp.,28.0,spherical,disc_diffusion,Vibrio cholerae,10.0,18.0,https://link.springer.com/article/10.1007/s12010-014-0852-z,24.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio cholerae,pathogenic,n,48.0,30.0,2.0,water,MTCC 3906,0,sterile water,AgNO3,25,4320,1,done,,,
204,green_synthesis using aqueous Cassiarox burghii leaf extract,20.0,spherical,well_diffusion,Pseudomonas aeruginosa,10.0,20.3,https://doi.org/10.1007/s10876-020-01759-x,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,,0,,AgNO3,37,,1,done,Ag,,
205,green_synthesis using aqueous Cassiarox burghii leaf extract,20.0,spherical,well_diffusion,Streptococcus pneumoniae,10.0,14.0,https://doi.org/10.1007/s10876-020-01759-x,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus pneumoniae,pathogenic,p,24.0,37.0,3.0,respiratory tract,,0,,AgNO3,37,,1,done,Ag,,
206,green_synthesis using aqueous Cassiarox burghii leaf extract,20.0,spherical,well_diffusion,Escherichia coli,10.0,17.0,https://doi.org/10.1007/s10876-020-01759-x,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,,0,,AgNO3,37,,1,done,Ag,,
207,green_synthesis using aqueous Cassiarox burghii leaf extract,20.0,spherical,well_diffusion,Micrococcus luteus,10.0,17.3,https://doi.org/10.1007/s10876-020-01759-x,24.0,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,Bacteria,Micrococcus luteus,opportunistic pathogen,p,240.0,30.0,1.0,soil,,0,,AgNO3,37,,1,done,Ag,,
208,green_synthesis using aqueous Cassiarox burghii leaf extract,20.0,spherical,well_diffusion,Staphylococcus aureus,10.0,15.6,https://doi.org/10.1007/s10876-020-01759-x,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,,0,,AgNO3,37,,1,done,Ag,,
209,green_synthesis using aqueous Cassiarox burghii leaf extract,20.0,spherical,well_diffusion,Bacillus subtilis,10.0,14.6,https://doi.org/10.1007/s10876-020-01759-x,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30.0,1.0,soil,,0,,AgNO3,37,,1,done,Ag,,
286,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Acinetobacter baumannii,1024.0,15.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,AIIMS 7,0,sterile water,AgNO3,30,4320,1,done,,,
287,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Acinetobacter baumannii,512.0,14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,AIIMS 7,0,sterile water,AgNO3,30,4320,1,done,,,
288,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Acinetobacter baumannii,256.0,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,AIIMS 7,0,sterile water,AgNO3,30,4320,1,done,,,
289,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Acinetobacter baumannii,128.0,11.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,AIIMS 7,0,sterile water,AgNO3,30,4320,1,done,,,
290,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Acinetobacter baumannii,64.0,10.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,AIIMS 7,0,sterile water,AgNO3,30,4320,1,done,,,
291,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Acinetobacter baumannii,32.0,7.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,AIIMS 7,0,sterile water,AgNO3,30,4320,1,done,,,
292,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Acinetobacter baumannii,16.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37.0,2.0,urine,AIIMS 7,0,sterile water,AgNO3,30,4320,1,done,,,
300,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Escherichia coli,1024.0,14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 25922,0,sterile water,AgNO3,30,4320,1,done,,,
301,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Escherichia coli,512.0,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 25922,0,sterile water,AgNO3,30,4320,1,done,,,
302,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Escherichia coli,256.0,10.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 25922,0,sterile water,AgNO3,30,4320,1,done,,,
303,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Escherichia coli,128.0,8.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 25922,0,sterile water,AgNO3,30,4320,1,done,,,
304,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Escherichia coli,64.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 25922,0,sterile water,AgNO3,30,4320,1,done,,,
305,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Escherichia coli,32.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 25922,0,sterile water,AgNO3,30,4320,1,done,,,
306,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Escherichia coli,16.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37.0,2.0,urine,ATCC 25922,0,sterile water,AgNO3,30,4320,1,done,,,
307,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,1024.0,17.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,NCIM 5029,0,sterile water,AgNO3,30,4320,1,done,,,
308,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,512.0,15.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,NCIM 5029,0,sterile water,AgNO3,30,4320,1,done,,,
309,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,256.0,14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,NCIM 5029,0,sterile water,AgNO3,30,4320,1,done,,,
310,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,128.0,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,NCIM 5029,0,sterile water,AgNO3,30,4320,1,done,,,
311,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,64.0,11.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,NCIM 5029,0,sterile water,AgNO3,30,4320,1,done,,,
312,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,32.0,10.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,NCIM 5029,0,sterile water,AgNO3,30,4320,1,done,,,
313,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,16.0,8.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37.0,2.0,soil,NCIM 5029,0,sterile water,AgNO3,30,4320,1,done,,,
314,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Shigella sonnei,1024.0,14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37.0,2.0,water,MTCC 2957,0,sterile water,AgNO3,30,4320,1,done,,,
315,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Shigella sonnei,512.0,13.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37.0,2.0,water,MTCC 2957,0,sterile water,AgNO3,30,4320,1,done,,,
316,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Shigella sonnei,256.0,12.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37.0,2.0,water,MTCC 2957,0,sterile water,AgNO3,30,4320,1,done,,,
317,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Shigella sonnei,128.0,10.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37.0,2.0,water,MTCC 2957,0,sterile water,AgNO3,30,4320,1,done,,,
318,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Shigella sonnei,64.0,9.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37.0,2.0,water,MTCC 2957,0,sterile water,AgNO3,30,4320,1,done,,,
319,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Shigella sonnei,32.0,8.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37.0,2.0,water,MTCC 2957,0,sterile water,AgNO3,30,4320,1,done,,,
320,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Shigella sonnei,16.0,7.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37.0,2.0,water,MTCC 2957,0,sterile water,AgNO3,30,4320,1,done,,,
321,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Salmonella typhimurium,1024.0,13.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37.0,2.0,meat,NCIM 2501,0,sterile water,AgNO3,30,4320,1,done,,,
322,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Salmonella typhimurium,512.0,11.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37.0,2.0,meat,NCIM 2501,0,sterile water,AgNO3,30,4320,1,done,,,
323,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Salmonella typhimurium,256.0,8.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37.0,2.0,meat,NCIM 2501,0,sterile water,AgNO3,30,4320,1,done,,,
324,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Salmonella typhimurium,128.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37.0,2.0,meat,NCIM 2501,0,sterile water,AgNO3,30,4320,1,done,,,
325,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Salmonella typhimurium,64.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37.0,2.0,meat,NCIM 2501,0,sterile water,AgNO3,30,4320,1,done,,,
326,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Salmonella typhimurium,32.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37.0,2.0,meat,NCIM 2501,0,sterile water,AgNO3,30,4320,1,done,,,
327,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Salmonella typhimurium,16.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37.0,2.0,meat,NCIM 2501,0,sterile water,AgNO3,30,4320,1,done,,,
328,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Staphylococcus aureus,1024.0,7.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,MTCC 3160,0,sterile water,AgNO3,30,4320,1,done,,,
329,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Staphylococcus aureus,512.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,MTCC 3160,0,sterile water,AgNO3,30,4320,1,done,,,
330,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,disc_diffusion,Staphylococcus aureus,256.0,0.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37.0,2.0,skin,MTCC 3160,0,sterile water,AgNO3,30,4320,1,done,,,
